2024-04-20 16:47:53,138 [MainThread  ] [INFO ] Logging started with level: INFO
2024-04-20 16:47:57,353 [MainThread  ] [INFO ] Total Reward -1367.423822299846, Theta 6.218154430389404, Last State [6.2181544 4.9741344]
2024-04-20 16:47:57,353 [MainThread  ] [INFO ] Best Total Reward -1129.9057261760984, Best Theta 6.275923252105713
2024-04-20 16:47:57,353 [MainThread  ] [INFO ] 
2024-04-20 16:47:57,353 [MainThread  ] [INFO ] Episode 4
2024-04-20 16:47:57,353 [MainThread  ] [INFO ] Replay Buffer 800
2024-04-20 16:47:57,353 [MainThread  ] [INFO ] 
2024-04-20 16:47:58,362 [MainThread  ] [INFO ] Total Reward -1127.559410758398, Theta 3.0779571533203125, Last State [3.0779572 4.33718  ]
2024-04-20 16:47:58,362 [MainThread  ] [INFO ] Best Total Reward -1127.559410758398, Best Theta 6.275923252105713
2024-04-20 16:47:58,362 [MainThread  ] [INFO ] 
2024-04-20 16:47:58,362 [MainThread  ] [INFO ] Episode 5
2024-04-20 16:47:58,362 [MainThread  ] [INFO ] Replay Buffer 1000
2024-04-20 16:47:58,362 [MainThread  ] [INFO ] 
2024-04-20 16:47:59,358 [MainThread  ] [INFO ] Total Reward -1685.8473064008024, Theta 3.2321372032165527, Last State [3.2321372 1.0792255]
2024-04-20 16:47:59,358 [MainThread  ] [INFO ] Best Total Reward -1127.559410758398, Best Theta 6.275923252105713
2024-04-20 16:47:59,358 [MainThread  ] [INFO ] 
2024-04-20 16:47:59,358 [MainThread  ] [INFO ] Episode 6
2024-04-20 16:47:59,358 [MainThread  ] [INFO ] Replay Buffer 1200
2024-04-20 16:47:59,358 [MainThread  ] [INFO ] 
2024-04-20 16:48:00,353 [MainThread  ] [INFO ] Total Reward -1131.0188674861333, Theta 1.6015340089797974, Last State [1.601534 7.759998]
2024-04-20 16:48:00,353 [MainThread  ] [INFO ] Best Total Reward -1127.559410758398, Best Theta 6.275923252105713
2024-04-20 16:48:00,353 [MainThread  ] [INFO ] 
2024-04-20 16:48:00,353 [MainThread  ] [INFO ] Episode 7
2024-04-20 16:48:00,353 [MainThread  ] [INFO ] Replay Buffer 1400
2024-04-20 16:48:00,353 [MainThread  ] [INFO ] 
2024-04-20 16:48:01,450 [MainThread  ] [INFO ] Total Reward -1344.0452368541726, Theta 5.54376220703125, Last State [5.543762 5.574879]
2024-04-20 16:48:01,450 [MainThread  ] [INFO ] Best Total Reward -1127.559410758398, Best Theta 6.275923252105713
2024-04-20 16:48:01,450 [MainThread  ] [INFO ] 
2024-04-20 16:48:01,450 [MainThread  ] [INFO ] Episode 8
2024-04-20 16:48:01,450 [MainThread  ] [INFO ] Replay Buffer 1600
2024-04-20 16:48:01,450 [MainThread  ] [INFO ] 
2024-04-20 16:48:02,515 [MainThread  ] [INFO ] Total Reward -1434.9026216089699, Theta 2.794952869415283, Last State [2.7949529 8.       ]
2024-04-20 16:48:02,515 [MainThread  ] [INFO ] Best Total Reward -1127.559410758398, Best Theta 6.275923252105713
2024-04-20 16:48:02,515 [MainThread  ] [INFO ] 
2024-04-20 16:48:02,515 [MainThread  ] [INFO ] Episode 9
2024-04-20 16:48:02,515 [MainThread  ] [INFO ] Replay Buffer 1800
2024-04-20 16:48:02,515 [MainThread  ] [INFO ] 
2024-04-20 16:48:03,911 [MainThread  ] [INFO ] Total Reward -1384.954989492694, Theta 5.532217025756836, Last State [5.532217  5.0317535]
2024-04-20 16:48:03,911 [MainThread  ] [INFO ] Best Total Reward -1127.559410758398, Best Theta 6.2806291580200195
2024-04-20 16:48:03,911 [MainThread  ] [INFO ] 
2024-04-20 16:48:03,911 [MainThread  ] [INFO ] Episode 10
2024-04-20 16:48:03,911 [MainThread  ] [INFO ] Replay Buffer 2000
2024-04-20 16:48:03,911 [MainThread  ] [INFO ] 
2024-04-20 16:48:05,458 [MainThread  ] [INFO ] Total Reward -1082.8795924391131, Theta 5.651670455932617, Last State [ 5.6516705 -0.7877802]
2024-04-20 16:48:05,458 [MainThread  ] [INFO ] Best Total Reward -1082.8795924391131, Best Theta 6.2806291580200195
2024-04-20 16:48:05,458 [MainThread  ] [INFO ] 
2024-04-20 16:48:05,458 [MainThread  ] [INFO ] Episode 11
2024-04-20 16:48:05,458 [MainThread  ] [INFO ] Replay Buffer 2200
2024-04-20 16:48:05,458 [MainThread  ] [INFO ] 
2024-04-20 16:48:06,500 [MainThread  ] [INFO ] Total Reward -1382.8676847478946, Theta 0.4293859004974365, Last State [0.4293859 4.4722376]
2024-04-20 16:48:06,501 [MainThread  ] [INFO ] Best Total Reward -1082.8795924391131, Best Theta 6.2806291580200195
2024-04-20 16:48:06,501 [MainThread  ] [INFO ] 
2024-04-20 16:48:06,501 [MainThread  ] [INFO ] Episode 12
2024-04-20 16:48:06,501 [MainThread  ] [INFO ] Replay Buffer 2400
2024-04-20 16:48:06,501 [MainThread  ] [INFO ] 
2024-04-20 16:48:07,591 [MainThread  ] [INFO ] Total Reward -1451.341346442583, Theta 0.9469760656356812, Last State [ 0.94697607 -1.8075404 ]
2024-04-20 16:48:07,591 [MainThread  ] [INFO ] Best Total Reward -1082.8795924391131, Best Theta 6.2806291580200195
2024-04-20 16:48:07,591 [MainThread  ] [INFO ] 
2024-04-20 16:48:07,591 [MainThread  ] [INFO ] Episode 13
2024-04-20 16:48:07,591 [MainThread  ] [INFO ] Replay Buffer 2600
2024-04-20 16:48:07,591 [MainThread  ] [INFO ] 
2024-04-20 16:48:08,751 [MainThread  ] [INFO ] Total Reward -1533.4855619324862, Theta 5.712032794952393, Last State [5.712033 5.471133]
2024-04-20 16:48:08,752 [MainThread  ] [INFO ] Best Total Reward -1082.8795924391131, Best Theta 6.2806291580200195
2024-04-20 16:48:08,752 [MainThread  ] [INFO ] 
2024-04-20 16:48:08,752 [MainThread  ] [INFO ] Episode 14
2024-04-20 16:48:08,752 [MainThread  ] [INFO ] Replay Buffer 2800
2024-04-20 16:48:08,752 [MainThread  ] [INFO ] 
2024-04-20 16:48:10,676 [MainThread  ] [INFO ] Total Reward -1215.5331580496238, Theta 5.11643648147583, Last State [5.1164365 5.522693 ]
2024-04-20 16:48:10,676 [MainThread  ] [INFO ] Best Total Reward -1082.8795924391131, Best Theta 6.2806291580200195
2024-04-20 16:48:10,676 [MainThread  ] [INFO ] 
2024-04-20 16:48:10,676 [MainThread  ] [INFO ] Episode 15
2024-04-20 16:48:10,676 [MainThread  ] [INFO ] Replay Buffer 3000
2024-04-20 16:48:10,676 [MainThread  ] [INFO ] 
2024-04-20 16:48:11,699 [MainThread  ] [INFO ] Total Reward -1431.5808861710357, Theta 3.957986831665039, Last State [ 3.9579868 -8.       ]
2024-04-20 16:48:11,699 [MainThread  ] [INFO ] Best Total Reward -1082.8795924391131, Best Theta 6.2806291580200195
2024-04-20 16:48:11,699 [MainThread  ] [INFO ] 
2024-04-20 16:48:11,699 [MainThread  ] [INFO ] Episode 16
2024-04-20 16:48:11,699 [MainThread  ] [INFO ] Replay Buffer 3200
2024-04-20 16:48:11,699 [MainThread  ] [INFO ] 
2024-04-20 16:48:12,870 [MainThread  ] [INFO ] Total Reward -1300.918965359405, Theta 3.7018697261810303, Last State [ 3.7018697 -8.       ]
2024-04-20 16:48:12,870 [MainThread  ] [INFO ] Best Total Reward -1082.8795924391131, Best Theta 6.2806291580200195
2024-04-20 16:48:12,870 [MainThread  ] [INFO ] 
2024-04-20 16:48:12,870 [MainThread  ] [INFO ] Episode 17
2024-04-20 16:48:12,870 [MainThread  ] [INFO ] Replay Buffer 3400
2024-04-20 16:48:12,870 [MainThread  ] [INFO ] 
2024-04-20 16:48:13,987 [MainThread  ] [INFO ] Total Reward -1054.311311665193, Theta 1.9202992916107178, Last State [1.9202993 7.4178147]
2024-04-20 16:48:13,988 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.2816948890686035
2024-04-20 16:48:13,988 [MainThread  ] [INFO ] 
2024-04-20 16:48:13,988 [MainThread  ] [INFO ] Episode 18
2024-04-20 16:48:13,988 [MainThread  ] [INFO ] Replay Buffer 3600
2024-04-20 16:48:13,988 [MainThread  ] [INFO ] 
2024-04-20 16:48:15,054 [MainThread  ] [INFO ] Total Reward -1461.14460972161, Theta 3.288576364517212, Last State [ 3.2885764 -8.       ]
2024-04-20 16:48:15,055 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:15,055 [MainThread  ] [INFO ] 
2024-04-20 16:48:15,055 [MainThread  ] [INFO ] Episode 19
2024-04-20 16:48:15,055 [MainThread  ] [INFO ] Replay Buffer 3800
2024-04-20 16:48:15,055 [MainThread  ] [INFO ] 
2024-04-20 16:48:16,299 [MainThread  ] [INFO ] Total Reward -1328.5639500138798, Theta 2.4285783767700195, Last State [2.4285784 8.       ]
2024-04-20 16:48:16,299 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:16,299 [MainThread  ] [INFO ] 
2024-04-20 16:48:16,299 [MainThread  ] [INFO ] Episode 20
2024-04-20 16:48:16,299 [MainThread  ] [INFO ] Replay Buffer 4000
2024-04-20 16:48:16,299 [MainThread  ] [INFO ] 
2024-04-20 16:48:17,622 [MainThread  ] [INFO ] Total Reward -1548.2738314994776, Theta 3.5797481536865234, Last State [ 3.5797482 -1.0412004]
2024-04-20 16:48:17,622 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:17,622 [MainThread  ] [INFO ] 
2024-04-20 16:48:17,622 [MainThread  ] [INFO ] Episode 21
2024-04-20 16:48:17,623 [MainThread  ] [INFO ] Replay Buffer 4200
2024-04-20 16:48:17,623 [MainThread  ] [INFO ] 
2024-04-20 16:48:18,832 [MainThread  ] [INFO ] Total Reward -1402.5178253393549, Theta 0.6241225004196167, Last State [0.6241225 5.7070746]
2024-04-20 16:48:18,832 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:18,832 [MainThread  ] [INFO ] 
2024-04-20 16:48:18,832 [MainThread  ] [INFO ] Episode 22
2024-04-20 16:48:18,832 [MainThread  ] [INFO ] Replay Buffer 4400
2024-04-20 16:48:18,832 [MainThread  ] [INFO ] 
2024-04-20 16:48:20,041 [MainThread  ] [INFO ] Total Reward -1266.031278162211, Theta 0.23407906293869019, Last State [0.23407906 2.087143  ]
2024-04-20 16:48:20,041 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:20,041 [MainThread  ] [INFO ] 
2024-04-20 16:48:20,041 [MainThread  ] [INFO ] Episode 23
2024-04-20 16:48:20,041 [MainThread  ] [INFO ] Replay Buffer 4600
2024-04-20 16:48:20,041 [MainThread  ] [INFO ] 
2024-04-20 16:48:21,204 [MainThread  ] [INFO ] Total Reward -1471.3924632403057, Theta 3.205190896987915, Last State [ 3.205191 -8.      ]
2024-04-20 16:48:21,204 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:21,204 [MainThread  ] [INFO ] 
2024-04-20 16:48:21,204 [MainThread  ] [INFO ] Episode 24
2024-04-20 16:48:21,204 [MainThread  ] [INFO ] Replay Buffer 4800
2024-04-20 16:48:21,204 [MainThread  ] [INFO ] 
2024-04-20 16:48:22,265 [MainThread  ] [INFO ] Total Reward -1517.36720642045, Theta 3.413992166519165, Last State [3.4139922 0.6004351]
2024-04-20 16:48:22,265 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:22,265 [MainThread  ] [INFO ] 
2024-04-20 16:48:22,265 [MainThread  ] [INFO ] Episode 25
2024-04-20 16:48:22,265 [MainThread  ] [INFO ] Replay Buffer 5000
2024-04-20 16:48:22,265 [MainThread  ] [INFO ] 
2024-04-20 16:48:23,323 [MainThread  ] [INFO ] Total Reward -1512.7477127737359, Theta 3.5505762100219727, Last State [ 3.5505762 -0.5242744]
2024-04-20 16:48:23,323 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:23,323 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:48:23,330 [MainThread  ] [INFO ] 
2024-04-20 16:48:23,330 [MainThread  ] [INFO ] Episode 26
2024-04-20 16:48:23,330 [MainThread  ] [INFO ] Replay Buffer 5200
2024-04-20 16:48:23,330 [MainThread  ] [INFO ] 
2024-04-20 16:48:24,373 [MainThread  ] [INFO ] Total Reward -1520.9014931904985, Theta 3.5977272987365723, Last State [ 3.5977273 -0.9224571]
2024-04-20 16:48:24,373 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:24,373 [MainThread  ] [INFO ] 
2024-04-20 16:48:24,373 [MainThread  ] [INFO ] Episode 27
2024-04-20 16:48:24,373 [MainThread  ] [INFO ] Replay Buffer 5400
2024-04-20 16:48:24,373 [MainThread  ] [INFO ] 
2024-04-20 16:48:25,395 [MainThread  ] [INFO ] Total Reward -1526.7787824908821, Theta 3.6288187503814697, Last State [3.6288188  0.27130333]
2024-04-20 16:48:25,395 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:25,395 [MainThread  ] [INFO ] 
2024-04-20 16:48:25,395 [MainThread  ] [INFO ] Episode 28
2024-04-20 16:48:25,395 [MainThread  ] [INFO ] Replay Buffer 5600
2024-04-20 16:48:25,395 [MainThread  ] [INFO ] 
2024-04-20 16:48:26,412 [MainThread  ] [INFO ] Total Reward -1331.169435151403, Theta 3.810849189758301, Last State [ 3.8108492  -0.06936528]
2024-04-20 16:48:26,413 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:26,413 [MainThread  ] [INFO ] 
2024-04-20 16:48:26,413 [MainThread  ] [INFO ] Episode 29
2024-04-20 16:48:26,413 [MainThread  ] [INFO ] Replay Buffer 5800
2024-04-20 16:48:26,413 [MainThread  ] [INFO ] 
2024-04-20 16:48:27,418 [MainThread  ] [INFO ] Total Reward -1491.0501245813598, Theta 3.5407052040100098, Last State [ 3.5407052 -1.229395 ]
2024-04-20 16:48:27,418 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:27,418 [MainThread  ] [INFO ] 
2024-04-20 16:48:27,418 [MainThread  ] [INFO ] Episode 30
2024-04-20 16:48:27,418 [MainThread  ] [INFO ] Replay Buffer 6000
2024-04-20 16:48:27,418 [MainThread  ] [INFO ] 
2024-04-20 16:48:28,796 [MainThread  ] [INFO ] Total Reward -1231.2065147132469, Theta 3.650844097137451, Last State [ 3.650844  -1.1788663]
2024-04-20 16:48:28,797 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:28,797 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:48:28,800 [MainThread  ] [INFO ] 
2024-04-20 16:48:28,800 [MainThread  ] [INFO ] Episode 31
2024-04-20 16:48:28,800 [MainThread  ] [INFO ] Replay Buffer 6200
2024-04-20 16:48:28,800 [MainThread  ] [INFO ] 
2024-04-20 16:48:29,937 [MainThread  ] [INFO ] Total Reward -1257.5491330619043, Theta 5.834897041320801, Last State [ 5.834897 -5.924548]
2024-04-20 16:48:29,937 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:29,937 [MainThread  ] [INFO ] 
2024-04-20 16:48:29,937 [MainThread  ] [INFO ] Episode 32
2024-04-20 16:48:29,937 [MainThread  ] [INFO ] Replay Buffer 6400
2024-04-20 16:48:29,937 [MainThread  ] [INFO ] 
2024-04-20 16:48:31,023 [MainThread  ] [INFO ] Total Reward -1504.013234259739, Theta 3.686105728149414, Last State [ 3.6861057 -1.0369874]
2024-04-20 16:48:31,023 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:31,023 [MainThread  ] [INFO ] 
2024-04-20 16:48:31,023 [MainThread  ] [INFO ] Episode 33
2024-04-20 16:48:31,023 [MainThread  ] [INFO ] Replay Buffer 6600
2024-04-20 16:48:31,023 [MainThread  ] [INFO ] 
2024-04-20 16:48:32,080 [MainThread  ] [INFO ] Total Reward -1224.6586975129662, Theta 1.0903371572494507, Last State [ 1.0903372 -6.644437 ]
2024-04-20 16:48:32,080 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:32,080 [MainThread  ] [INFO ] 
2024-04-20 16:48:32,080 [MainThread  ] [INFO ] Episode 34
2024-04-20 16:48:32,081 [MainThread  ] [INFO ] Replay Buffer 6800
2024-04-20 16:48:32,081 [MainThread  ] [INFO ] 
2024-04-20 16:48:33,129 [MainThread  ] [INFO ] Total Reward -1417.1712867721506, Theta 3.7792916297912598, Last State [3.7792916 1.2351654]
2024-04-20 16:48:33,129 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:33,129 [MainThread  ] [INFO ] 
2024-04-20 16:48:33,129 [MainThread  ] [INFO ] Episode 35
2024-04-20 16:48:33,129 [MainThread  ] [INFO ] Replay Buffer 7000
2024-04-20 16:48:33,129 [MainThread  ] [INFO ] 
2024-04-20 16:48:34,148 [MainThread  ] [INFO ] Total Reward -1360.6978841410398, Theta 3.750328302383423, Last State [ 3.7503283 -0.9247126]
2024-04-20 16:48:34,148 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:34,148 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:48:34,151 [MainThread  ] [INFO ] 
2024-04-20 16:48:34,151 [MainThread  ] [INFO ] Episode 36
2024-04-20 16:48:34,151 [MainThread  ] [INFO ] Replay Buffer 7200
2024-04-20 16:48:34,151 [MainThread  ] [INFO ] 
2024-04-20 16:48:35,320 [MainThread  ] [INFO ] Total Reward -1511.3874236395905, Theta 3.7824435234069824, Last State [ 3.7824435 -1.1418675]
2024-04-20 16:48:35,321 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:35,321 [MainThread  ] [INFO ] 
2024-04-20 16:48:35,321 [MainThread  ] [INFO ] Episode 37
2024-04-20 16:48:35,321 [MainThread  ] [INFO ] Replay Buffer 7400
2024-04-20 16:48:35,321 [MainThread  ] [INFO ] 
2024-04-20 16:48:36,583 [MainThread  ] [INFO ] Total Reward -1439.052561862143, Theta 3.165442943572998, Last State [ 3.165443 -1.047023]
2024-04-20 16:48:36,583 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:36,583 [MainThread  ] [INFO ] 
2024-04-20 16:48:36,583 [MainThread  ] [INFO ] Episode 38
2024-04-20 16:48:36,583 [MainThread  ] [INFO ] Replay Buffer 7600
2024-04-20 16:48:36,583 [MainThread  ] [INFO ] 
2024-04-20 16:48:37,893 [MainThread  ] [INFO ] Total Reward -1514.4683477797953, Theta 3.8973920345306396, Last State [3.897392  1.4581434]
2024-04-20 16:48:37,894 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:37,894 [MainThread  ] [INFO ] 
2024-04-20 16:48:37,894 [MainThread  ] [INFO ] Episode 39
2024-04-20 16:48:37,894 [MainThread  ] [INFO ] Replay Buffer 7800
2024-04-20 16:48:37,894 [MainThread  ] [INFO ] 
2024-04-20 16:48:38,913 [MainThread  ] [INFO ] Total Reward -1408.1116894857303, Theta 4.0272746086120605, Last State [4.0272746 0.7931497]
2024-04-20 16:48:38,913 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:38,913 [MainThread  ] [INFO ] 
2024-04-20 16:48:38,914 [MainThread  ] [INFO ] Episode 40
2024-04-20 16:48:38,914 [MainThread  ] [INFO ] Replay Buffer 8000
2024-04-20 16:48:38,914 [MainThread  ] [INFO ] 
2024-04-20 16:48:39,938 [MainThread  ] [INFO ] Total Reward -1441.1025442459757, Theta 3.8805654048919678, Last State [ 3.8805654 -8.       ]
2024-04-20 16:48:39,938 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:39,938 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:48:39,941 [MainThread  ] [INFO ] 
2024-04-20 16:48:39,941 [MainThread  ] [INFO ] Episode 41
2024-04-20 16:48:39,941 [MainThread  ] [INFO ] Replay Buffer 8200
2024-04-20 16:48:39,941 [MainThread  ] [INFO ] 
2024-04-20 16:48:40,965 [MainThread  ] [INFO ] Total Reward -1310.639280980022, Theta 3.9676971435546875, Last State [3.9676971 1.2371233]
2024-04-20 16:48:40,965 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:40,965 [MainThread  ] [INFO ] 
2024-04-20 16:48:40,965 [MainThread  ] [INFO ] Episode 42
2024-04-20 16:48:40,965 [MainThread  ] [INFO ] Replay Buffer 8400
2024-04-20 16:48:40,965 [MainThread  ] [INFO ] 
2024-04-20 16:48:42,232 [MainThread  ] [INFO ] Total Reward -1384.3030115556687, Theta 3.0587306022644043, Last State [3.0587306 4.338918 ]
2024-04-20 16:48:42,232 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:42,232 [MainThread  ] [INFO ] 
2024-04-20 16:48:42,232 [MainThread  ] [INFO ] Episode 43
2024-04-20 16:48:42,232 [MainThread  ] [INFO ] Replay Buffer 8600
2024-04-20 16:48:42,232 [MainThread  ] [INFO ] 
2024-04-20 16:48:43,421 [MainThread  ] [INFO ] Total Reward -1329.2390164790322, Theta 2.1547038555145264, Last State [ 2.1547039 -1.8652399]
2024-04-20 16:48:43,421 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:43,421 [MainThread  ] [INFO ] 
2024-04-20 16:48:43,421 [MainThread  ] [INFO ] Episode 44
2024-04-20 16:48:43,421 [MainThread  ] [INFO ] Replay Buffer 8800
2024-04-20 16:48:43,421 [MainThread  ] [INFO ] 
2024-04-20 16:48:44,612 [MainThread  ] [INFO ] Total Reward -1377.6559448891803, Theta 1.5596895217895508, Last State [ 1.5596895 -7.3206077]
2024-04-20 16:48:44,612 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:44,612 [MainThread  ] [INFO ] 
2024-04-20 16:48:44,612 [MainThread  ] [INFO ] Episode 45
2024-04-20 16:48:44,612 [MainThread  ] [INFO ] Replay Buffer 9000
2024-04-20 16:48:44,612 [MainThread  ] [INFO ] 
2024-04-20 16:48:45,817 [MainThread  ] [INFO ] Total Reward -1417.7017288370985, Theta 5.385603904724121, Last State [ 5.385604  -5.9363875]
2024-04-20 16:48:45,817 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:45,817 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:48:45,820 [MainThread  ] [INFO ] 
2024-04-20 16:48:45,821 [MainThread  ] [INFO ] Episode 46
2024-04-20 16:48:45,821 [MainThread  ] [INFO ] Replay Buffer 9200
2024-04-20 16:48:45,821 [MainThread  ] [INFO ] 
2024-04-20 16:48:46,935 [MainThread  ] [INFO ] Total Reward -1412.520616380068, Theta 6.2437005043029785, Last State [ 6.2437005 -6.1535254]
2024-04-20 16:48:46,935 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:46,935 [MainThread  ] [INFO ] 
2024-04-20 16:48:46,935 [MainThread  ] [INFO ] Episode 47
2024-04-20 16:48:46,936 [MainThread  ] [INFO ] Replay Buffer 9400
2024-04-20 16:48:46,936 [MainThread  ] [INFO ] 
2024-04-20 16:48:48,004 [MainThread  ] [INFO ] Total Reward -1054.6239340451145, Theta 4.277585506439209, Last State [ 4.2775855 -1.2629626]
2024-04-20 16:48:48,005 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:48,005 [MainThread  ] [INFO ] 
2024-04-20 16:48:48,005 [MainThread  ] [INFO ] Episode 48
2024-04-20 16:48:48,005 [MainThread  ] [INFO ] Replay Buffer 9600
2024-04-20 16:48:48,005 [MainThread  ] [INFO ] 
2024-04-20 16:48:49,017 [MainThread  ] [INFO ] Total Reward -1148.5143302839135, Theta 3.8767945766448975, Last State [ 3.8767946 -2.308822 ]
2024-04-20 16:48:49,017 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:49,017 [MainThread  ] [INFO ] 
2024-04-20 16:48:49,017 [MainThread  ] [INFO ] Episode 49
2024-04-20 16:48:49,017 [MainThread  ] [INFO ] Replay Buffer 9800
2024-04-20 16:48:49,017 [MainThread  ] [INFO ] 
2024-04-20 16:48:50,029 [MainThread  ] [INFO ] Total Reward -1491.5056559384032, Theta 2.7386505603790283, Last State [ 2.7386506 -8.       ]
2024-04-20 16:48:50,029 [MainThread  ] [INFO ] Best Total Reward -1054.311311665193, Best Theta 6.282637119293213
2024-04-20 16:48:50,029 [MainThread  ] [INFO ] 
2024-04-20 16:48:50,029 [MainThread  ] [INFO ] Episode 50
2024-04-20 16:48:50,029 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:48:50,029 [MainThread  ] [INFO ] 
