2024-04-15 15:47:29,461 [MainThread  ] [INFO ] Logging started with level: INFO
2024-04-15 15:47:36,101 [MainThread  ] [INFO ] 
2024-04-15 15:47:37,265 [MainThread  ] [INFO ] Total Reward -1580.6970476540373, Theta 1.1806111335754395, Last State [1.1806111 7.5176644], Lambda Mix 0.0
2024-04-15 15:47:37,266 [MainThread  ] [INFO ] 
2024-04-15 15:47:37,266 [MainThread  ] [INFO ] Episode 6
2024-04-15 15:47:37,266 [MainThread  ] [INFO ] Replay Buffer 1200
2024-04-15 15:47:37,266 [MainThread  ] [INFO ] 
2024-04-15 15:47:38,354 [MainThread  ] [INFO ] Total Reward -1456.0656401524725, Theta 3.509467840194702, Last State [3.5094678 3.255497 ], Lambda Mix 0.0
2024-04-15 15:47:38,354 [MainThread  ] [INFO ] 
2024-04-15 15:47:38,354 [MainThread  ] [INFO ] Episode 7
2024-04-15 15:47:38,354 [MainThread  ] [INFO ] Replay Buffer 1400
2024-04-15 15:47:38,354 [MainThread  ] [INFO ] 
2024-04-15 15:47:39,521 [MainThread  ] [INFO ] Total Reward -1490.6008761551345, Theta 4.109184741973877, Last State [4.1091847 7.852007 ], Lambda Mix 0.0
2024-04-15 15:47:39,523 [MainThread  ] [INFO ] 
2024-04-15 15:47:39,523 [MainThread  ] [INFO ] Episode 8
2024-04-15 15:47:39,523 [MainThread  ] [INFO ] Replay Buffer 1600
2024-04-15 15:47:39,523 [MainThread  ] [INFO ] 
2024-04-15 15:47:40,634 [MainThread  ] [INFO ] Total Reward -1625.2104162120409, Theta 3.2995290756225586, Last State [3.299529  1.2284986], Lambda Mix 0.0
2024-04-15 15:47:40,634 [MainThread  ] [INFO ] 
2024-04-15 15:47:40,634 [MainThread  ] [INFO ] Episode 9
2024-04-15 15:47:40,634 [MainThread  ] [INFO ] Replay Buffer 1800
2024-04-15 15:47:40,634 [MainThread  ] [INFO ] 
2024-04-15 15:47:41,854 [MainThread  ] [INFO ] Total Reward -1182.533193395226, Theta 0.052433401346206665, Last State [0.0524334 5.6079745], Lambda Mix 0.0
2024-04-15 15:47:41,854 [MainThread  ] [INFO ] 
2024-04-15 15:47:41,854 [MainThread  ] [INFO ] Episode 10
2024-04-15 15:47:41,854 [MainThread  ] [INFO ] Replay Buffer 2000
2024-04-15 15:47:41,854 [MainThread  ] [INFO ] 
2024-04-15 15:47:43,033 [MainThread  ] [INFO ] Total Reward -1554.5065619282498, Theta 5.5373687744140625, Last State [5.537369  5.8772235], Lambda Mix 0.0
2024-04-15 15:47:43,033 [MainThread  ] [INFO ] 
2024-04-15 15:47:43,033 [MainThread  ] [INFO ] Episode 11
2024-04-15 15:47:43,033 [MainThread  ] [INFO ] Replay Buffer 2200
2024-04-15 15:47:43,033 [MainThread  ] [INFO ] 
2024-04-15 15:47:44,319 [MainThread  ] [INFO ] Total Reward -1539.9388962054627, Theta 5.438083648681641, Last State [5.4380836 6.0509844], Lambda Mix 0.0
2024-04-15 15:47:44,320 [MainThread  ] [INFO ] 
2024-04-15 15:47:44,320 [MainThread  ] [INFO ] Episode 12
2024-04-15 15:47:44,320 [MainThread  ] [INFO ] Replay Buffer 2400
2024-04-15 15:47:44,320 [MainThread  ] [INFO ] 
2024-04-15 15:47:45,749 [MainThread  ] [INFO ] Total Reward -1549.1779192701379, Theta 4.99332332611084, Last State [4.9933233 6.710494 ], Lambda Mix 0.0
2024-04-15 15:47:45,750 [MainThread  ] [INFO ] 
2024-04-15 15:47:45,750 [MainThread  ] [INFO ] Episode 13
2024-04-15 15:47:45,750 [MainThread  ] [INFO ] Replay Buffer 2600
2024-04-15 15:47:45,750 [MainThread  ] [INFO ] 
2024-04-15 15:47:46,845 [MainThread  ] [INFO ] Total Reward -1351.392965978807, Theta 0.02259167656302452, Last State [0.02259168 4.9845557 ], Lambda Mix 0.0
2024-04-15 15:47:46,845 [MainThread  ] [INFO ] 
2024-04-15 15:47:46,845 [MainThread  ] [INFO ] Episode 14
2024-04-15 15:47:46,845 [MainThread  ] [INFO ] Replay Buffer 2800
2024-04-15 15:47:46,845 [MainThread  ] [INFO ] 
2024-04-15 15:47:47,942 [MainThread  ] [INFO ] Total Reward -1575.9112483366982, Theta 3.258422374725342, Last State [ 3.2584224  -0.02349613], Lambda Mix 0.0
2024-04-15 15:47:47,942 [MainThread  ] [INFO ] 
2024-04-15 15:47:47,942 [MainThread  ] [INFO ] Episode 15
2024-04-15 15:47:47,942 [MainThread  ] [INFO ] Replay Buffer 3000
2024-04-15 15:47:47,942 [MainThread  ] [INFO ] 
2024-04-15 15:47:49,071 [MainThread  ] [INFO ] Total Reward -1576.6305539580503, Theta 3.4264397621154785, Last State [ 3.4264398  -0.19714889], Lambda Mix 0.0
2024-04-15 15:47:49,071 [MainThread  ] [INFO ] 
2024-04-15 15:47:49,071 [MainThread  ] [INFO ] Episode 16
2024-04-15 15:47:49,071 [MainThread  ] [INFO ] Replay Buffer 3200
2024-04-15 15:47:49,071 [MainThread  ] [INFO ] 
2024-04-15 15:47:50,152 [MainThread  ] [INFO ] Total Reward -1549.565930596891, Theta 3.33532977104187, Last State [ 3.3353298 -0.9074382], Lambda Mix 0.0
2024-04-15 15:47:50,153 [MainThread  ] [INFO ] 
2024-04-15 15:47:50,153 [MainThread  ] [INFO ] Episode 17
2024-04-15 15:47:50,153 [MainThread  ] [INFO ] Replay Buffer 3400
2024-04-15 15:47:50,153 [MainThread  ] [INFO ] 
2024-04-15 15:47:51,246 [MainThread  ] [INFO ] Total Reward -1522.5404681527893, Theta 3.6022679805755615, Last State [3.602268  1.5038012], Lambda Mix 0.0
2024-04-15 15:47:51,247 [MainThread  ] [INFO ] 
2024-04-15 15:47:51,247 [MainThread  ] [INFO ] Episode 18
2024-04-15 15:47:51,247 [MainThread  ] [INFO ] Replay Buffer 3600
2024-04-15 15:47:51,247 [MainThread  ] [INFO ] 
2024-04-15 15:47:52,335 [MainThread  ] [INFO ] Total Reward -1472.5802593447215, Theta 3.723604917526245, Last State [ 3.723605  -0.6501292], Lambda Mix 0.0
2024-04-15 15:47:52,335 [MainThread  ] [INFO ] 
2024-04-15 15:47:52,335 [MainThread  ] [INFO ] Episode 19
2024-04-15 15:47:52,335 [MainThread  ] [INFO ] Replay Buffer 3800
2024-04-15 15:47:52,336 [MainThread  ] [INFO ] 
2024-04-15 15:47:53,449 [MainThread  ] [INFO ] Total Reward -1376.849697893124, Theta 3.483231544494629, Last State [ 3.4832315 -1.3898673], Lambda Mix 0.0
2024-04-15 15:47:53,449 [MainThread  ] [INFO ] 
2024-04-15 15:47:53,449 [MainThread  ] [INFO ] Episode 20
2024-04-15 15:47:53,449 [MainThread  ] [INFO ] Replay Buffer 4000
2024-04-15 15:47:53,449 [MainThread  ] [INFO ] 
2024-04-15 15:47:54,689 [MainThread  ] [INFO ] Total Reward -1342.782917329569, Theta 3.5912632942199707, Last State [ 3.5912633 -2.0307405], Lambda Mix 0.0
2024-04-15 15:47:54,689 [MainThread  ] [INFO ] 
2024-04-15 15:47:54,689 [MainThread  ] [INFO ] Episode 21
2024-04-15 15:47:54,689 [MainThread  ] [INFO ] Replay Buffer 4200
2024-04-15 15:47:54,689 [MainThread  ] [INFO ] 
2024-04-15 15:47:56,095 [MainThread  ] [INFO ] Total Reward -1361.9904117920735, Theta 4.570878505706787, Last State [ 4.5708785 -1.3672642], Lambda Mix 0.0
2024-04-15 15:47:56,095 [MainThread  ] [INFO ] 
2024-04-15 15:47:56,095 [MainThread  ] [INFO ] Episode 22
2024-04-15 15:47:56,095 [MainThread  ] [INFO ] Replay Buffer 4400
2024-04-15 15:47:56,095 [MainThread  ] [INFO ] 
2024-04-15 15:47:57,419 [MainThread  ] [INFO ] Total Reward -1193.4002893358002, Theta 3.266118288040161, Last State [ 3.2661183 -3.4908676], Lambda Mix 0.0
2024-04-15 15:47:57,419 [MainThread  ] [INFO ] 
2024-04-15 15:47:57,419 [MainThread  ] [INFO ] Episode 23
2024-04-15 15:47:57,419 [MainThread  ] [INFO ] Replay Buffer 4600
2024-04-15 15:47:57,419 [MainThread  ] [INFO ] 
2024-04-15 15:47:58,554 [MainThread  ] [INFO ] Total Reward -1392.9476489147385, Theta 3.5370676517486572, Last State [3.5370677 1.9467629], Lambda Mix 0.0
2024-04-15 15:47:58,554 [MainThread  ] [INFO ] 
2024-04-15 15:47:58,554 [MainThread  ] [INFO ] Episode 24
2024-04-15 15:47:58,554 [MainThread  ] [INFO ] Replay Buffer 4800
2024-04-15 15:47:58,554 [MainThread  ] [INFO ] 
2024-04-15 15:47:59,636 [MainThread  ] [INFO ] Total Reward -1514.6444903657168, Theta 3.59739089012146, Last State [ 3.597391  -1.3110951], Lambda Mix 0.0
2024-04-15 15:47:59,636 [MainThread  ] [INFO ] 
2024-04-15 15:47:59,636 [MainThread  ] [INFO ] Episode 25
2024-04-15 15:47:59,636 [MainThread  ] [INFO ] Replay Buffer 5000
2024-04-15 15:47:59,636 [MainThread  ] [INFO ] 
2024-04-15 15:48:00,704 [MainThread  ] [INFO ] Total Reward -1529.1947858920228, Theta 3.496882438659668, Last State [ 3.4968824 -0.544549 ], Lambda Mix 0.0
2024-04-15 15:48:00,704 [MainThread  ] [INFO ] 
2024-04-15 15:48:00,704 [MainThread  ] [INFO ] Episode 26
2024-04-15 15:48:00,704 [MainThread  ] [INFO ] Replay Buffer 5200
2024-04-15 15:48:00,704 [MainThread  ] [INFO ] 
2024-04-15 15:48:01,792 [MainThread  ] [INFO ] Total Reward -1463.7563139646754, Theta 3.3412325382232666, Last State [3.3412325 2.1752796], Lambda Mix 0.0
2024-04-15 15:48:01,792 [MainThread  ] [INFO ] 
2024-04-15 15:48:01,792 [MainThread  ] [INFO ] Episode 27
2024-04-15 15:48:01,792 [MainThread  ] [INFO ] Replay Buffer 5400
2024-04-15 15:48:01,792 [MainThread  ] [INFO ] 
2024-04-15 15:48:02,888 [MainThread  ] [INFO ] Total Reward -1419.8087852420297, Theta 4.278520584106445, Last State [4.2785206 1.0223279], Lambda Mix 0.0
2024-04-15 15:48:02,888 [MainThread  ] [INFO ] 
2024-04-15 15:48:02,888 [MainThread  ] [INFO ] Episode 28
2024-04-15 15:48:02,888 [MainThread  ] [INFO ] Replay Buffer 5600
2024-04-15 15:48:02,888 [MainThread  ] [INFO ] 
2024-04-15 15:48:03,964 [MainThread  ] [INFO ] Total Reward -1498.9656817068285, Theta 3.476545572280884, Last State [ 3.4765456 -2.253818 ], Lambda Mix 0.0
2024-04-15 15:48:03,964 [MainThread  ] [INFO ] 
2024-04-15 15:48:03,964 [MainThread  ] [INFO ] Episode 29
2024-04-15 15:48:03,964 [MainThread  ] [INFO ] Replay Buffer 5800
2024-04-15 15:48:03,964 [MainThread  ] [INFO ] 
2024-04-15 15:48:05,038 [MainThread  ] [INFO ] Total Reward -1406.2463342165331, Theta 3.6876847743988037, Last State [3.6876848 2.5879576], Lambda Mix 0.0
2024-04-15 15:48:05,038 [MainThread  ] [INFO ] 
2024-04-15 15:48:05,039 [MainThread  ] [INFO ] Episode 30
2024-04-15 15:48:05,039 [MainThread  ] [INFO ] Replay Buffer 6000
2024-04-15 15:48:05,039 [MainThread  ] [INFO ] 
2024-04-15 15:48:06,136 [MainThread  ] [INFO ] Total Reward -1339.0993510698727, Theta 3.949934720993042, Last State [3.9499347 1.8160006], Lambda Mix 0.0
2024-04-15 15:48:06,136 [MainThread  ] [INFO ] 
2024-04-15 15:48:06,136 [MainThread  ] [INFO ] Episode 31
2024-04-15 15:48:06,136 [MainThread  ] [INFO ] Replay Buffer 6200
2024-04-15 15:48:06,136 [MainThread  ] [INFO ] 
2024-04-15 15:48:07,214 [MainThread  ] [INFO ] Total Reward -1364.544341005985, Theta 2.3950164318084717, Last State [ 2.3950164 -2.3757784], Lambda Mix 0.0
2024-04-15 15:48:07,214 [MainThread  ] [INFO ] 
2024-04-15 15:48:07,214 [MainThread  ] [INFO ] Episode 32
2024-04-15 15:48:07,215 [MainThread  ] [INFO ] Replay Buffer 6400
2024-04-15 15:48:07,215 [MainThread  ] [INFO ] 
2024-04-15 15:48:08,305 [MainThread  ] [INFO ] Total Reward -1294.3645174367923, Theta 4.268795490264893, Last State [ 4.2687955 -0.6747727], Lambda Mix 0.0
2024-04-15 15:48:08,305 [MainThread  ] [INFO ] 
2024-04-15 15:48:08,305 [MainThread  ] [INFO ] Episode 33
2024-04-15 15:48:08,305 [MainThread  ] [INFO ] Replay Buffer 6600
2024-04-15 15:48:08,305 [MainThread  ] [INFO ] 
2024-04-15 15:48:09,377 [MainThread  ] [INFO ] Total Reward -1186.6756130336587, Theta 3.985236406326294, Last State [ 3.9852364 -3.20966  ], Lambda Mix 0.0
2024-04-15 15:48:09,378 [MainThread  ] [INFO ] 
2024-04-15 15:48:09,378 [MainThread  ] [INFO ] Episode 34
2024-04-15 15:48:09,378 [MainThread  ] [INFO ] Replay Buffer 6800
2024-04-15 15:48:09,378 [MainThread  ] [INFO ] 
2024-04-15 15:48:10,524 [MainThread  ] [INFO ] Total Reward -1172.414420648927, Theta 2.7779741287231445, Last State [ 2.7779741 -5.1261587], Lambda Mix 0.0
2024-04-15 15:48:10,524 [MainThread  ] [INFO ] 
2024-04-15 15:48:10,524 [MainThread  ] [INFO ] Episode 35
2024-04-15 15:48:10,524 [MainThread  ] [INFO ] Replay Buffer 7000
2024-04-15 15:48:10,524 [MainThread  ] [INFO ] 
2024-04-15 15:48:11,626 [MainThread  ] [INFO ] Total Reward -1337.2572546600786, Theta 2.4086039066314697, Last State [ 2.408604 -5.207579], Lambda Mix 0.0
2024-04-15 15:48:11,626 [MainThread  ] [INFO ] 
2024-04-15 15:48:11,626 [MainThread  ] [INFO ] Episode 36
2024-04-15 15:48:11,626 [MainThread  ] [INFO ] Replay Buffer 7200
2024-04-15 15:48:11,626 [MainThread  ] [INFO ] 
2024-04-15 15:48:12,719 [MainThread  ] [INFO ] Total Reward -1137.61497337798, Theta 1.2905428409576416, Last State [1.2905428 1.7894102], Lambda Mix 0.0
2024-04-15 15:48:12,719 [MainThread  ] [INFO ] 
2024-04-15 15:48:12,719 [MainThread  ] [INFO ] Episode 37
2024-04-15 15:48:12,719 [MainThread  ] [INFO ] Replay Buffer 7400
2024-04-15 15:48:12,719 [MainThread  ] [INFO ] 
2024-04-15 15:48:13,801 [MainThread  ] [INFO ] Total Reward -1161.7048969993464, Theta 3.9028759002685547, Last State [ 3.902876 -8.      ], Lambda Mix 0.0
2024-04-15 15:48:13,801 [MainThread  ] [INFO ] 
2024-04-15 15:48:13,801 [MainThread  ] [INFO ] Episode 38
2024-04-15 15:48:13,801 [MainThread  ] [INFO ] Replay Buffer 7600
2024-04-15 15:48:13,801 [MainThread  ] [INFO ] 
2024-04-15 15:48:14,979 [MainThread  ] [INFO ] Total Reward -1419.3004439030435, Theta 4.6736345291137695, Last State [ 4.6736345 -7.1202626], Lambda Mix 0.0
2024-04-15 15:48:14,979 [MainThread  ] [INFO ] 
2024-04-15 15:48:14,979 [MainThread  ] [INFO ] Episode 39
2024-04-15 15:48:14,979 [MainThread  ] [INFO ] Replay Buffer 7800
2024-04-15 15:48:14,979 [MainThread  ] [INFO ] 
2024-04-15 15:48:16,097 [MainThread  ] [INFO ] Total Reward -1104.4389998243043, Theta 5.843336582183838, Last State [ 5.8433366 -5.9678617], Lambda Mix 0.0
2024-04-15 15:48:16,097 [MainThread  ] [INFO ] 
2024-04-15 15:48:16,097 [MainThread  ] [INFO ] Episode 40
2024-04-15 15:48:16,097 [MainThread  ] [INFO ] Replay Buffer 8000
2024-04-15 15:48:16,097 [MainThread  ] [INFO ] 
2024-04-15 15:48:17,356 [MainThread  ] [INFO ] Total Reward -1500.2327234390355, Theta 2.4452643394470215, Last State [ 2.4452643 -8.       ], Lambda Mix 0.0
2024-04-15 15:48:17,356 [MainThread  ] [INFO ] 
2024-04-15 15:48:17,356 [MainThread  ] [INFO ] Episode 41
2024-04-15 15:48:17,356 [MainThread  ] [INFO ] Replay Buffer 8200
2024-04-15 15:48:17,356 [MainThread  ] [INFO ] 
2024-04-15 15:48:18,845 [MainThread  ] [INFO ] Total Reward -313.0316228421393, Theta 4.047947883605957, Last State [ 4.047948  -7.6945395], Lambda Mix 0.0
2024-04-15 15:48:18,846 [MainThread  ] [INFO ] 
2024-04-15 15:48:18,846 [MainThread  ] [INFO ] Episode 42
2024-04-15 15:48:18,846 [MainThread  ] [INFO ] Replay Buffer 8400
2024-04-15 15:48:18,846 [MainThread  ] [INFO ] 
2024-04-15 15:48:19,981 [MainThread  ] [INFO ] Total Reward -810.6621709592926, Theta 4.931379795074463, Last State [4.93138  7.010175], Lambda Mix 0.0
2024-04-15 15:48:19,981 [MainThread  ] [INFO ] 
2024-04-15 15:48:19,981 [MainThread  ] [INFO ] Episode 43
2024-04-15 15:48:19,981 [MainThread  ] [INFO ] Replay Buffer 8600
2024-04-15 15:48:19,981 [MainThread  ] [INFO ] 
2024-04-15 15:48:21,097 [MainThread  ] [INFO ] Total Reward -1506.396251306221, Theta 2.2453055381774902, Last State [ 2.2453055 -7.9374223], Lambda Mix 0.0
2024-04-15 15:48:21,097 [MainThread  ] [INFO ] 
2024-04-15 15:48:21,097 [MainThread  ] [INFO ] Episode 44
2024-04-15 15:48:21,097 [MainThread  ] [INFO ] Replay Buffer 8800
2024-04-15 15:48:21,097 [MainThread  ] [INFO ] 
2024-04-15 15:48:22,268 [MainThread  ] [INFO ] Total Reward -1323.4105387375776, Theta 3.9575440883636475, Last State [3.957544  7.9968467], Lambda Mix 0.0
2024-04-15 15:48:22,268 [MainThread  ] [INFO ] 
2024-04-15 15:48:22,268 [MainThread  ] [INFO ] Episode 45
2024-04-15 15:48:22,268 [MainThread  ] [INFO ] Replay Buffer 9000
2024-04-15 15:48:22,268 [MainThread  ] [INFO ] 
2024-04-15 15:48:23,458 [MainThread  ] [INFO ] Total Reward -1099.2181455888906, Theta 5.765516757965088, Last State [ 5.7655168 -4.8395905], Lambda Mix 0.0
2024-04-15 15:48:23,458 [MainThread  ] [INFO ] 
2024-04-15 15:48:23,458 [MainThread  ] [INFO ] Episode 46
2024-04-15 15:48:23,458 [MainThread  ] [INFO ] Replay Buffer 9200
2024-04-15 15:48:23,458 [MainThread  ] [INFO ] 
2024-04-15 15:48:24,587 [MainThread  ] [INFO ] Total Reward -1275.8920167253514, Theta 4.985301971435547, Last State [ 4.985302 -6.401053], Lambda Mix 0.0
2024-04-15 15:48:24,588 [MainThread  ] [INFO ] 
2024-04-15 15:48:24,588 [MainThread  ] [INFO ] Episode 47
2024-04-15 15:48:24,588 [MainThread  ] [INFO ] Replay Buffer 9400
2024-04-15 15:48:24,588 [MainThread  ] [INFO ] 
2024-04-15 15:48:25,686 [MainThread  ] [INFO ] Total Reward -948.0025062747194, Theta 6.095717430114746, Last State [ 6.0957174 -2.91641  ], Lambda Mix 0.0
2024-04-15 15:48:25,686 [MainThread  ] [INFO ] 
2024-04-15 15:48:25,686 [MainThread  ] [INFO ] Episode 48
2024-04-15 15:48:25,686 [MainThread  ] [INFO ] Replay Buffer 9600
2024-04-15 15:48:25,686 [MainThread  ] [INFO ] 
2024-04-15 15:48:26,783 [MainThread  ] [INFO ] Total Reward -83.47962610363535, Theta 3.504049301147461, Last State [3.5040493 6.0840626], Lambda Mix 0.0
2024-04-15 15:48:26,783 [MainThread  ] [INFO ] 
2024-04-15 15:48:26,783 [MainThread  ] [INFO ] Episode 49
2024-04-15 15:48:26,783 [MainThread  ] [INFO ] Replay Buffer 9800
2024-04-15 15:48:26,783 [MainThread  ] [INFO ] 
2024-04-15 15:48:27,874 [MainThread  ] [INFO ] Total Reward -1410.9365453982168, Theta 0.35722410678863525, Last State [0.3572241 5.92759  ], Lambda Mix 0.0
2024-04-15 15:48:27,875 [MainThread  ] [INFO ] 
2024-04-15 15:48:27,875 [MainThread  ] [INFO ] Episode 50
2024-04-15 15:48:27,875 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-15 15:48:27,875 [MainThread  ] [INFO ] 
2024-04-15 15:48:28,957 [MainThread  ] [INFO ] Total Reward -1171.295266739819, Theta 4.094311714172363, Last State [ 4.0943117 -5.7717686], Lambda Mix 0.0
2024-04-15 15:48:28,957 [MainThread  ] [INFO ] 
2024-04-15 15:48:28,957 [MainThread  ] [INFO ] Episode 51
2024-04-15 15:48:28,958 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-15 15:48:28,958 [MainThread  ] [INFO ] 
2024-04-15 15:48:30,046 [MainThread  ] [INFO ] Total Reward -1211.5888920088137, Theta 1.8642022609710693, Last State [ 1.8642023 -6.9707327], Lambda Mix 0.0
2024-04-15 15:48:30,047 [MainThread  ] [INFO ] 
2024-04-15 15:48:30,047 [MainThread  ] [INFO ] Episode 52
2024-04-15 15:48:30,047 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-15 15:48:30,047 [MainThread  ] [INFO ] 
2024-04-15 15:48:31,142 [MainThread  ] [INFO ] Total Reward -1448.4202399416515, Theta 2.3270461559295654, Last State [2.3270462 7.576365 ], Lambda Mix 0.0
2024-04-15 15:48:31,143 [MainThread  ] [INFO ] 
2024-04-15 15:48:31,143 [MainThread  ] [INFO ] Episode 53
2024-04-15 15:48:31,143 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-15 15:48:31,143 [MainThread  ] [INFO ] 
2024-04-15 15:48:32,264 [MainThread  ] [INFO ] Total Reward -1085.4758663018176, Theta 6.108583927154541, Last State [ 6.108584 -6.258457], Lambda Mix 0.0
2024-04-15 15:48:32,264 [MainThread  ] [INFO ] 
2024-04-15 15:48:32,264 [MainThread  ] [INFO ] Episode 54
2024-04-15 15:48:32,264 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-15 15:48:32,264 [MainThread  ] [INFO ] 
2024-04-15 15:48:33,674 [MainThread  ] [INFO ] Total Reward -1357.0027477134954, Theta 2.621666193008423, Last State [ 2.6216662 -8.       ], Lambda Mix 0.0
2024-04-15 15:48:33,674 [MainThread  ] [INFO ] 
2024-04-15 15:48:33,674 [MainThread  ] [INFO ] Episode 55
2024-04-15 15:48:33,674 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-15 15:48:33,674 [MainThread  ] [INFO ] 
2024-04-15 15:48:34,819 [MainThread  ] [INFO ] Total Reward -1413.0344986862785, Theta 5.368241310119629, Last State [ 5.3682413 -6.4165382], Lambda Mix 0.0
2024-04-15 15:48:34,820 [MainThread  ] [INFO ] 
2024-04-15 15:48:34,820 [MainThread  ] [INFO ] Episode 56
2024-04-15 15:48:34,820 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-15 15:48:34,820 [MainThread  ] [INFO ] 
2024-04-15 15:48:35,945 [MainThread  ] [INFO ] Total Reward -1171.712850096579, Theta 0.27661746740341187, Last State [ 0.27661747 -6.082345  ], Lambda Mix 0.0
2024-04-15 15:48:35,946 [MainThread  ] [INFO ] 
2024-04-15 15:48:35,946 [MainThread  ] [INFO ] Episode 57
2024-04-15 15:48:35,946 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-15 15:48:35,946 [MainThread  ] [INFO ] 
2024-04-15 15:48:37,045 [MainThread  ] [INFO ] Total Reward -429.0805312583094, Theta 5.948279857635498, Last State [ 5.94828   -4.9946365], Lambda Mix 0.0
2024-04-15 15:48:37,045 [MainThread  ] [INFO ] 
2024-04-15 15:48:37,045 [MainThread  ] [INFO ] Episode 58
2024-04-15 15:48:37,045 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-15 15:48:37,045 [MainThread  ] [INFO ] 
2024-04-15 15:48:38,142 [MainThread  ] [INFO ] Total Reward -1435.5681385321543, Theta 4.616444110870361, Last State [ 4.616444 -6.892664], Lambda Mix 0.0
2024-04-15 15:48:38,142 [MainThread  ] [INFO ] 
2024-04-15 15:48:38,142 [MainThread  ] [INFO ] Episode 59
