2024-04-20 17:13:12,120 [MainThread  ] [INFO ] Logging started with level: INFO
2024-04-20 17:13:39,993 [MainThread  ] [INFO ] 
2024-04-20 17:13:39,993 [MainThread  ] [INFO ] Episode 26
2024-04-20 17:13:39,993 [MainThread  ] [INFO ] Replay Buffer 5200
2024-04-20 17:13:39,993 [MainThread  ] [INFO ] 
2024-04-20 17:13:41,052 [MainThread  ] [INFO ] Total Reward -1098.6644454394782, Theta 3.2242026329040527, Last State [3.2242026  0.36323377]
2024-04-20 17:13:41,052 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:41,052 [MainThread  ] [INFO ] 
2024-04-20 17:13:41,052 [MainThread  ] [INFO ] Episode 27
2024-04-20 17:13:41,052 [MainThread  ] [INFO ] Replay Buffer 5400
2024-04-20 17:13:41,052 [MainThread  ] [INFO ] 
2024-04-20 17:13:42,112 [MainThread  ] [INFO ] Total Reward -1571.7344149814269, Theta 3.580613374710083, Last State [3.5806134 0.8976566]
2024-04-20 17:13:42,112 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:42,112 [MainThread  ] [INFO ] 
2024-04-20 17:13:42,112 [MainThread  ] [INFO ] Episode 28
2024-04-20 17:13:42,112 [MainThread  ] [INFO ] Replay Buffer 5600
2024-04-20 17:13:42,112 [MainThread  ] [INFO ] 
2024-04-20 17:13:43,176 [MainThread  ] [INFO ] Total Reward -1525.3258085918956, Theta 3.4150595664978027, Last State [3.4150596 1.0201974]
2024-04-20 17:13:43,176 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:43,176 [MainThread  ] [INFO ] 
2024-04-20 17:13:43,176 [MainThread  ] [INFO ] Episode 29
2024-04-20 17:13:43,176 [MainThread  ] [INFO ] Replay Buffer 5800
2024-04-20 17:13:43,176 [MainThread  ] [INFO ] 
2024-04-20 17:13:44,249 [MainThread  ] [INFO ] Total Reward -957.1555931937165, Theta 0.16218334436416626, Last State [ 0.16218334 -5.9465866 ]
2024-04-20 17:13:44,249 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:44,250 [MainThread  ] [INFO ] 
2024-04-20 17:13:44,250 [MainThread  ] [INFO ] Episode 30
2024-04-20 17:13:44,250 [MainThread  ] [INFO ] Replay Buffer 6000
2024-04-20 17:13:44,250 [MainThread  ] [INFO ] 
2024-04-20 17:13:45,315 [MainThread  ] [INFO ] Total Reward -1371.3625190421358, Theta 3.841063976287842, Last State [ 3.841064   -0.04764313]
2024-04-20 17:13:45,315 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:45,315 [MainThread  ] [INFO ] Now we save the model
2024-04-20 17:13:45,320 [MainThread  ] [INFO ] 
2024-04-20 17:13:45,320 [MainThread  ] [INFO ] Episode 31
2024-04-20 17:13:45,320 [MainThread  ] [INFO ] Replay Buffer 6200
2024-04-20 17:13:45,320 [MainThread  ] [INFO ] 
2024-04-20 17:13:46,381 [MainThread  ] [INFO ] Total Reward -1091.0064737809403, Theta 1.7841999530792236, Last State [1.7842    3.2798111]
2024-04-20 17:13:46,381 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:46,381 [MainThread  ] [INFO ] 
2024-04-20 17:13:46,381 [MainThread  ] [INFO ] Episode 32
2024-04-20 17:13:46,381 [MainThread  ] [INFO ] Replay Buffer 6400
2024-04-20 17:13:46,381 [MainThread  ] [INFO ] 
2024-04-20 17:13:47,422 [MainThread  ] [INFO ] Total Reward -1588.5047693344059, Theta 3.6643309593200684, Last State [ 3.664331  -0.2951428]
2024-04-20 17:13:47,422 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:47,422 [MainThread  ] [INFO ] 
2024-04-20 17:13:47,422 [MainThread  ] [INFO ] Episode 33
2024-04-20 17:13:47,422 [MainThread  ] [INFO ] Replay Buffer 6600
2024-04-20 17:13:47,422 [MainThread  ] [INFO ] 
2024-04-20 17:13:48,459 [MainThread  ] [INFO ] Total Reward -1267.8096981878946, Theta 4.088171005249023, Last State [4.088171  2.1599746]
2024-04-20 17:13:48,460 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:48,460 [MainThread  ] [INFO ] 
2024-04-20 17:13:48,460 [MainThread  ] [INFO ] Episode 34
2024-04-20 17:13:48,460 [MainThread  ] [INFO ] Replay Buffer 6800
2024-04-20 17:13:48,460 [MainThread  ] [INFO ] 
2024-04-20 17:13:49,496 [MainThread  ] [INFO ] Total Reward -15.512441666622244, Theta 6.214825630187988, Last State [ 6.2148256 -1.5652705]
2024-04-20 17:13:49,496 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:49,496 [MainThread  ] [INFO ] 
2024-04-20 17:13:49,496 [MainThread  ] [INFO ] Episode 35
2024-04-20 17:13:49,496 [MainThread  ] [INFO ] Replay Buffer 7000
2024-04-20 17:13:49,496 [MainThread  ] [INFO ] 
2024-04-20 17:13:50,527 [MainThread  ] [INFO ] Total Reward -1078.9367513110906, Theta 1.3545054197311401, Last State [ 1.3545054 -2.4108121]
2024-04-20 17:13:50,527 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:50,527 [MainThread  ] [INFO ] Now we save the model
2024-04-20 17:13:50,531 [MainThread  ] [INFO ] 
2024-04-20 17:13:50,531 [MainThread  ] [INFO ] Episode 36
2024-04-20 17:13:50,531 [MainThread  ] [INFO ] Replay Buffer 7200
2024-04-20 17:13:50,531 [MainThread  ] [INFO ] 
2024-04-20 17:13:51,571 [MainThread  ] [INFO ] Total Reward -1091.4743922547516, Theta 4.319960117340088, Last State [4.31996   1.0906633]
2024-04-20 17:13:51,571 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:51,571 [MainThread  ] [INFO ] 
2024-04-20 17:13:51,571 [MainThread  ] [INFO ] Episode 37
2024-04-20 17:13:51,571 [MainThread  ] [INFO ] Replay Buffer 7400
2024-04-20 17:13:51,571 [MainThread  ] [INFO ] 
2024-04-20 17:13:52,604 [MainThread  ] [INFO ] Total Reward -1053.0681335967809, Theta 1.798895239830017, Last State [ 1.7988952 -2.6419616]
2024-04-20 17:13:52,604 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:52,604 [MainThread  ] [INFO ] 
2024-04-20 17:13:52,604 [MainThread  ] [INFO ] Episode 38
2024-04-20 17:13:52,604 [MainThread  ] [INFO ] Replay Buffer 7600
2024-04-20 17:13:52,604 [MainThread  ] [INFO ] 
2024-04-20 17:13:53,647 [MainThread  ] [INFO ] Total Reward -958.6329303721831, Theta 0.5395087003707886, Last State [0.5395087  0.44040528]
2024-04-20 17:13:53,647 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:53,647 [MainThread  ] [INFO ] 
2024-04-20 17:13:53,647 [MainThread  ] [INFO ] Episode 39
2024-04-20 17:13:53,647 [MainThread  ] [INFO ] Replay Buffer 7800
2024-04-20 17:13:53,647 [MainThread  ] [INFO ] 
2024-04-20 17:13:54,702 [MainThread  ] [INFO ] Total Reward -848.4842272949595, Theta 3.937582015991211, Last State [ 3.937582  -2.2171676]
2024-04-20 17:13:54,702 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:54,702 [MainThread  ] [INFO ] 
2024-04-20 17:13:54,702 [MainThread  ] [INFO ] Episode 40
2024-04-20 17:13:54,702 [MainThread  ] [INFO ] Replay Buffer 8000
2024-04-20 17:13:54,702 [MainThread  ] [INFO ] 
2024-04-20 17:13:55,768 [MainThread  ] [INFO ] Total Reward -1232.8951501277336, Theta 4.072329521179199, Last State [4.0723295 2.274803 ]
2024-04-20 17:13:55,768 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:55,769 [MainThread  ] [INFO ] Now we save the model
2024-04-20 17:13:55,773 [MainThread  ] [INFO ] 
2024-04-20 17:13:55,773 [MainThread  ] [INFO ] Episode 41
2024-04-20 17:13:55,773 [MainThread  ] [INFO ] Replay Buffer 8200
2024-04-20 17:13:55,773 [MainThread  ] [INFO ] 
2024-04-20 17:13:56,834 [MainThread  ] [INFO ] Total Reward -423.9844548003269, Theta 4.8406500816345215, Last State [ 4.84065  -5.141541]
2024-04-20 17:13:56,834 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:56,835 [MainThread  ] [INFO ] 
2024-04-20 17:13:56,835 [MainThread  ] [INFO ] Episode 42
2024-04-20 17:13:56,835 [MainThread  ] [INFO ] Replay Buffer 8400
2024-04-20 17:13:56,835 [MainThread  ] [INFO ] 
2024-04-20 17:13:57,936 [MainThread  ] [INFO ] Total Reward -898.6617433475819, Theta 4.299824237823486, Last State [ 4.299824 -5.3868  ]
2024-04-20 17:13:57,936 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:57,936 [MainThread  ] [INFO ] 
2024-04-20 17:13:57,936 [MainThread  ] [INFO ] Episode 43
2024-04-20 17:13:57,936 [MainThread  ] [INFO ] Replay Buffer 8600
2024-04-20 17:13:57,936 [MainThread  ] [INFO ] 
2024-04-20 17:13:58,998 [MainThread  ] [INFO ] Total Reward -832.8464572915611, Theta 2.4197092056274414, Last State [2.4197092 4.5905275]
2024-04-20 17:13:58,998 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:13:58,998 [MainThread  ] [INFO ] 
2024-04-20 17:13:58,998 [MainThread  ] [INFO ] Episode 44
2024-04-20 17:13:58,998 [MainThread  ] [INFO ] Replay Buffer 8800
2024-04-20 17:13:58,998 [MainThread  ] [INFO ] 
2024-04-20 17:14:00,061 [MainThread  ] [INFO ] Total Reward -932.7579355619168, Theta 4.883349895477295, Last State [4.88335  0.749438]
2024-04-20 17:14:00,061 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:14:00,061 [MainThread  ] [INFO ] 
2024-04-20 17:14:00,061 [MainThread  ] [INFO ] Episode 45
2024-04-20 17:14:00,061 [MainThread  ] [INFO ] Replay Buffer 9000
2024-04-20 17:14:00,061 [MainThread  ] [INFO ] 
2024-04-20 17:14:01,123 [MainThread  ] [INFO ] Total Reward -1251.8955146588212, Theta 0.9499874711036682, Last State [0.9499875 1.3187104]
2024-04-20 17:14:01,123 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:14:01,123 [MainThread  ] [INFO ] Now we save the model
2024-04-20 17:14:01,127 [MainThread  ] [INFO ] 
2024-04-20 17:14:01,127 [MainThread  ] [INFO ] Episode 46
2024-04-20 17:14:01,127 [MainThread  ] [INFO ] Replay Buffer 9200
2024-04-20 17:14:01,127 [MainThread  ] [INFO ] 
2024-04-20 17:14:02,195 [MainThread  ] [INFO ] Total Reward -905.2047699856096, Theta 2.0849497318267822, Last State [ 2.0849497 -5.497977 ]
2024-04-20 17:14:02,195 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:14:02,195 [MainThread  ] [INFO ] 
2024-04-20 17:14:02,195 [MainThread  ] [INFO ] Episode 47
2024-04-20 17:14:02,195 [MainThread  ] [INFO ] Replay Buffer 9400
2024-04-20 17:14:02,195 [MainThread  ] [INFO ] 
2024-04-20 17:14:03,249 [MainThread  ] [INFO ] Total Reward -819.4827935724508, Theta 5.906447887420654, Last State [ 5.906448  -3.3472583]
2024-04-20 17:14:03,249 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:14:03,249 [MainThread  ] [INFO ] 
2024-04-20 17:14:03,249 [MainThread  ] [INFO ] Episode 48
2024-04-20 17:14:03,249 [MainThread  ] [INFO ] Replay Buffer 9600
2024-04-20 17:14:03,249 [MainThread  ] [INFO ] 
2024-04-20 17:14:04,332 [MainThread  ] [INFO ] Total Reward -815.2448526337499, Theta 5.341270923614502, Last State [ 5.341271 -4.746062]
2024-04-20 17:14:04,332 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:14:04,332 [MainThread  ] [INFO ] 
2024-04-20 17:14:04,332 [MainThread  ] [INFO ] Episode 49
2024-04-20 17:14:04,332 [MainThread  ] [INFO ] Replay Buffer 9800
2024-04-20 17:14:04,332 [MainThread  ] [INFO ] 
2024-04-20 17:14:05,422 [MainThread  ] [INFO ] Total Reward -1006.1129623759487, Theta 4.408899307250977, Last State [ 4.4088993 -6.2204595]
2024-04-20 17:14:05,422 [MainThread  ] [INFO ] Best Total Reward -4.869607578469766, Best Theta 6.282492160797119
2024-04-20 17:14:05,422 [MainThread  ] [INFO ] 
2024-04-20 17:14:05,422 [MainThread  ] [INFO ] Episode 50
2024-04-20 17:14:05,422 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 17:14:05,422 [MainThread  ] [INFO ] 
